date,equity
2024-09-27,93548.95012888145
2024-09-30,93548.95012888145
2024-10-01,93438.78755024073
2024-10-03,93438.78755024073
2024-10-04,93438.78755024073
2024-10-07,93438.78755024073
2024-10-08,93438.78755024073
2024-10-09,93438.78755024073
2024-10-10,93438.78755024073
2024-10-11,93438.78755024073
2024-10-14,93438.78755024073
2024-10-15,93438.78755024073
2024-10-16,93438.78755024073
2024-10-17,93383.3925702164
2024-10-18,93383.3925702164
2024-10-21,93383.3925702164
2024-10-22,93383.3925702164
2024-10-23,93383.3925702164
2024-10-24,93383.3925702164
2024-10-25,93383.3925702164
2024-10-28,93383.3925702164
2024-10-29,93383.3925702164
2024-10-30,93383.3925702164
2024-10-31,93383.3925702164
2024-11-01,93383.3925702164
2024-11-04,93383.3925702164
2024-11-05,93383.3925702164
2024-11-06,93383.3925702164
2024-11-07,93383.3925702164
2024-11-08,93383.3925702164
2024-11-11,93383.3925702164
2024-11-12,93383.3925702164
2024-11-13,93383.3925702164
2024-11-14,93383.3925702164
2024-11-18,93383.3925702164
2024-11-19,93492.37911599105
2024-11-21,93602.08158589111
2024-11-22,93602.08158589111
2024-11-25,93602.08158589111
2024-11-26,93602.08158589111
2024-11-27,93602.08158589111
2024-11-28,93602.08158589111
2024-11-29,93602.08158589111
2024-12-02,93675.96380818648
2024-12-03,93638.0631865999
2024-12-04,93638.0631865999
2024-12-05,93638.0631865999
2024-12-06,93638.0631865999
2024-12-09,93638.0631865999
2024-12-10,93638.0631865999
2024-12-11,93638.0631865999
2024-12-12,93638.0631865999
2024-12-13,93638.0631865999
2024-12-16,93638.0631865999
2024-12-17,93638.0631865999
2024-12-18,93638.0631865999
2024-12-19,93638.0631865999
2024-12-20,93638.0631865999
2024-12-23,93638.0631865999
2024-12-24,93638.0631865999
2024-12-26,93638.0631865999
2024-12-27,93638.0631865999
2024-12-30,93638.0631865999
2024-12-31,93638.0631865999
2025-01-01,93638.0631865999
2025-01-02,93638.0631865999
2025-01-03,93638.0631865999
2025-01-06,93638.0631865999
2025-01-07,93638.0631865999
2025-01-08,93638.0631865999
2025-01-09,93638.0631865999
2025-01-10,93638.0631865999
2025-01-13,93638.0631865999
2025-01-14,93638.0631865999
2025-01-15,93638.0631865999
2025-01-16,93638.0631865999
2025-01-17,93638.0631865999
2025-01-20,93638.0631865999
2025-01-21,93638.0631865999
2025-01-22,93638.0631865999
2025-01-23,93638.0631865999
2025-01-24,93582.52550019423
2025-01-27,93582.52550019423
2025-01-28,93582.52550019423
2025-01-29,93582.52550019423
2025-01-30,93582.52550019423
2025-01-31,93582.52550019423
2025-02-01,93582.52550019423
2025-02-03,93694.4031756632
2025-02-04,93694.4031756632
2025-02-05,93694.4031756632
2025-02-06,93694.4031756632
2025-02-07,93694.4031756632
2025-02-10,93694.4031756632
2025-02-11,93694.4031756632
2025-02-12,93639.12593073999
2025-02-13,93639.12593073999
2025-02-14,93639.12593073999
2025-02-17,93639.12593073999
2025-02-18,93639.12593073999
2025-02-19,93639.12593073999
2025-02-20,93639.12593073999
2025-02-21,93639.12593073999
2025-02-24,93639.12593073999
2025-02-25,93639.12593073999
2025-02-27,93639.12593073999
2025-02-28,93639.12593073999
2025-03-03,93639.12593073999
2025-03-04,93639.12593073999
2025-03-05,93639.12593073999
2025-03-06,93639.12593073999
2025-03-07,93639.12593073999
2025-03-10,93639.12593073999
2025-03-11,93639.12593073999
2025-03-12,93639.12593073999
2025-03-13,93639.12593073999
2025-03-17,93639.12593073999
2025-03-18,93639.12593073999
2025-03-19,93639.12593073999
2025-03-20,93639.12593073999
2025-03-21,93639.12593073999
2025-03-24,93710.63936584952
2025-03-25,93710.63936584952
2025-03-26,93710.63936584952
2025-03-27,93710.63936584952
2025-03-28,93710.63936584952
2025-04-01,93710.63936584952
2025-04-02,93655.37284001966
2025-04-03,93655.37284001966
2025-04-04,93655.37284001966
2025-04-07,93655.37284001966
2025-04-08,93655.37284001966
2025-04-09,93655.37284001966
2025-04-11,93655.37284001966
2025-04-15,93655.37284001966
2025-04-16,93655.37284001966
2025-04-17,93655.37284001966
2025-04-21,93655.37284001966
2025-04-22,93655.37284001966
2025-04-23,93655.37284001966
2025-04-24,93655.37284001966
2025-04-25,93655.37284001966
2025-04-28,93655.37284001966
2025-04-29,93655.37284001966
2025-04-30,93655.37284001966
2025-05-02,93655.37284001966
2025-05-05,93655.37284001966
2025-05-06,93655.37284001966
2025-05-07,93655.37284001966
2025-05-08,93655.37284001966
2025-05-09,93655.37284001966
2025-05-12,93655.37284001966
2025-05-13,93655.37284001966
2025-05-14,93655.37284001966
2025-05-15,93655.37284001966
2025-05-16,93655.37284001966
2025-05-19,93655.37284001966
2025-05-20,93655.37284001966
2025-05-21,93655.37284001966
2025-05-22,93655.37284001966
2025-05-23,93655.37284001966
2025-05-26,93655.37284001966
2025-05-27,93655.37284001966
2025-05-28,93655.37284001966
2025-05-29,93655.37284001966
2025-05-30,93585.17284001966
2025-06-02,93585.17284001966
2025-06-03,93724.04284001965
2025-06-04,93724.04284001965
2025-06-05,93724.04284001965
2025-06-06,93724.04284001965
2025-06-09,93724.04284001965
2025-06-10,93724.04284001965
2025-06-11,93724.04284001965
2025-06-12,93724.04284001965
2025-06-13,93724.04284001965
2025-06-16,93724.04284001965
2025-06-17,93724.04284001965
2025-06-18,93724.04284001965
2025-06-19,93724.04284001965
2025-06-20,93676.01284001966
2025-06-23,93627.98284001966
2025-06-24,93627.98284001966
2025-06-25,93627.98284001966
2025-06-26,93627.98284001966
2025-06-27,93627.98284001966
2025-06-30,93627.98284001966
2025-07-01,93627.98284001966
2025-07-02,93627.98284001966
2025-07-03,93627.98284001966
2025-07-04,93627.98284001966
2025-07-07,93627.98284001966
2025-07-08,93627.98284001966
2025-07-09,93627.98284001966
2025-07-10,93627.98284001966
2025-07-11,93627.98284001966
2025-07-14,93627.98284001966
2025-07-15,93627.98284001966
2025-07-16,93627.98284001966
2025-07-17,93627.98284001966
2025-07-18,93627.98284001966
2025-07-21,93627.98284001966
2025-07-22,93627.98284001966
2025-07-23,93627.98284001966
2025-07-24,93627.98284001966
2025-07-25,93627.98284001966
2025-07-28,93703.85284001965
2025-07-29,93703.85284001965
2025-07-30,93703.85284001965
2025-07-31,93703.85284001965
2025-08-01,93703.85284001965
2025-08-04,93703.85284001965
2025-08-05,93703.85284001965
2025-08-06,93703.85284001965
2025-08-07,93703.85284001965
2025-08-08,93703.85284001965
2025-08-11,93703.85284001965
2025-08-12,93703.85284001965
2025-08-13,93703.85284001965
2025-08-14,93703.85284001965
2025-08-18,93703.85284001965
2025-08-19,93703.85284001965
2025-08-20,93703.85284001965
2025-08-21,93703.85284001965
2025-08-22,93703.85284001965
2025-08-25,93703.85284001965
2025-08-26,93703.85284001965
2025-08-27,93703.85284001965
2025-08-28,93703.85284001965
2025-08-29,93703.85284001965
2025-09-01,93703.85284001965
2025-09-02,93703.85284001965
2025-09-03,93637.07284001965
2025-09-04,93637.07284001965
2025-09-05,93637.07284001965
2025-09-08,93637.07284001965
2025-09-09,93701.27291326184
2025-09-10,93701.27291326184
2025-09-11,93796.37276677747
2025-09-12,93796.37276677747
2025-09-15,93796.37276677747
2025-09-16,93796.37276677747
2025-09-17,93796.37276677747
2025-09-18,93796.37276677747
2025-09-19,93872.42276677747
2025-09-22,93832.78376531262
2025-09-23,93726.03476750989
2025-09-24,93659.02976750988
2025-09-25,93592.65476750988
2025-09-26,93539.85484075207
2025-09-29,93539.85484075207
2025-09-30,93539.85484075207
